song_id	text	artist_name	track_name
3348	"Amarte tiene un sabor tan fresco,
que a veces pienso que yo no merezco
cortar la fruta de tu tierno huerto.
Creo estar soñando pero no es cierto.

Amarte tiene un sabor distinto,
que me emborracha como el vino tinto.
Amarte tiene color de aventura,
tienes coraje y tienes ternura.

De luna a sol soy un pincel
que no hace mas que dibujar tu piel.
De luna a sol soy un pintor
en el paisaje de este hermoso amor.

Amarte tiene un sabor tan fresco,
que a veces pienso que yo no merezco
cortar la fruta de tu tierno huerto.
Creo estar soñando pero no es cierto

Amarte tiene un sabor distinto,
que me emborracha como el vino tinto.
Amarte tiene color de aventura,
tienes coraje y tienes ternura.

De luna a sol soy un pincel,
que no hace mas que dibujar tu piel.
De luna a sol soy un pintor,
en el paisaje de este hermoso amor"	Joan Sebastian	Amarte
37416	"Tuve un amor en los campos,
dulce novia del ayer.
¡Ay, niña! Yo no sabía,
que nunca mas te iba a ver.

La niña triste decía,
te esperaré
como un árbol en la tarde.
Te esperaré
como el labriego a la lluvia.
Te esperaré
arrebozada en mis sueños.
Te esperaré, te esperaré.

¡Ay, niña! Yo no sabía
que nunca más te iba a ver,
que nunca mas te iba a ver.
Te esperaré, te esperaré"	Atahualpa Yupanqui	Vidala de la Niña Sola - Remastered
33902	"La punta de sus botas
apuntándote,
el humo de su boca
envolviéndote.

La chupa en el hombro
y en su copa un coñac.
Un cigarro en la mano,
no para de hablar.

Él es Rock & Roll.

La gente le rodea
después de tocar.
La rubia de la barra
no deja de mirar.

Él se acerca,
no para de taconear.
Sabe que esta noche
no se escapará.

Él es Rock & Roll."	Obus	Él Es Rock & Roll
55093	"¡Soyez les bienvenus!
¡El pueblo unido!
¡Jamás será vencido!"	Mano Negra	Viva Zapata
37741	"Suenan las campanas del alba
en la plazuela.
Qué alegría de verte
aquí a mi vera.

A la iglesia mayor fui
a pedirle al Nazareno
que me salvara a mí pare.
Me contestó que no,
que me dejaba a mi mare.

Que alumbras mi alma,
tú alumbras mi casa,
tú alumbras mi vía.

Tú eres la noche
que ilumina mi sueño.
Tú eres mi vía."	Camaron De La Isla	Campanas Del Alba - Seguiriyas
34119	"Sólo en los carnavales
pañuelo al aire te vi bailar.
Lejos se iban tus ojos,
paloma triste del carnaval.

En tu cintura el viento
flores de aroma ponía al pasar.
Dónde fueron tus ojos,
que no sintieron mi soledad.

Adiós, me voy,
en qué noche me hundiré.
Triste mi huella volviendo
por esta zamba al atardecer.

Cuando bailé a tu lado
con mi pañuelo buscándote,
Mis espuelas lloraron
sobre tu sombra llamándote.

Palomita viajera,
me voy dolido por tu desdén,
Donde acaba el camino
tal vez un día te encontraré."	Los Huayra	La Volvedora
8851	"Hoy vienen por mi, Green lover,
hoy hablan de mí, Green lover, ¡Corre!
Ve lejos de mí, sin culpa,
yo voy a parir con mis libros puestos.

Llevo valor, llevo juventud,
llevo mi fe en volver, amor,
llevo cartas que nunca te di.
Llevo la luz que nos despertó,
llevo discos de los Beatles y
fotos con vos y tu gorro gris.

Llevo un blues dentro de este ron,
llevo a Luis cantándole al Sol,
llevo el reloj que me dio papá
y tu razón de querer volar."	Lisandro Aristimuño	Green Lover (Live) [feat. Gabo Ferro]
14251	"Señora, su hermosura me deslumbra.
Hace mucho, mucho tiempo
que quería conocerla.
Acepto, que los que la describieron
se han quedado un poco cortos
al hablar de su belleza.

Señora, no agradezca mi visita,
vengo a hablarle de negocios
y a pedirle que se aleje, 
de ese hombre
que según usted ama tanto.
Ni siquiera se imagina
todo el daño que ha causado

Póngale precio al favor
y aléjese del señor,
ya no cause más problemas

Mi madre se esta muriendo
de tristeza y de dolor,
ya se encuentra muy enferma"	Los Invasores De Nuevo León	Póngale precio
35331	"Echen agua en el altar,
pongan agua una vez más.
Verán que nada detendrá, jamás
Verán que nada impedirá, el...

Fuego que viene del cielo,
fuego que Dios manda hoy.
Fuego que enciende naciones,
fuego en nuestros corazones.

Todo ojo lo verá,
su palabra cumplirá.
Verán que nada detendrá, jamás
verán que nada impedirá, el...

Arde el fuego, arde el fuego,
arde el fuego , ¡ya!
Manda el fuego, manda el fuego,
Manda el fuego, ¡ya!"	Marco Barrientos	Fuego
33088	"No cruzaré
tu lado de la cama,
quiero entender que ya dormís.
Tu corazón
apenas me reclama,
mi corazón,
un faro carmesí
girando lejos de acá...

Sobre el rumor
de cada alcantarilla,
sobre los techos del Cordón.
Esta canción
buscando a la deriva,
como un radar,
el eco de tu voz
girando lejos de acá..."	Jorge Drexler	Radar
76075	"Empezar un adiós,
empezar un adiós.
Esperar con dolor,
demostrar el dolor.

No puedo olvidar
recordárte reir.
Ya no sé llorar,
Ya no sé mentir.

Sentirás falsedad,
No podrás recorrer.

Si pudiera pagar
sólo un día más,
y así estar para soñar.
Para comprender,
y así entender el porqué.

Sentirás falsedad,
No podrás recorrer.

Al fin terminó,
se apagó el dolor.
Esperar un perdón,
Todo acabó
suplicando a Dios."	Amalgama	Empezar un Adiós
31841	"Dame del ayer las ansias locas,
dame del perfume de tu boca.
Dame del cristal de tu sonrisa,
dame un poco más...
Dame todo un mundo de ilusiones,
dame de tus noches las pasiones.
Dame de tu pena los crespones,
dame un poco más...

No puedo comprender
qué extraña magia reina en tí,
que ha conseguido destronar
todo lo viejo que hay en mí.
Llevándome a vivir así,
con tu locura en un vaivén
al que pretendo detener,
y que no puedo conseguir.
Pues roto quedó ya todo equilibrio
por amarte así...

Dame el torbellino de tus años,
dame de tu amor cosas que extraño.
Dame sin pensar en el mañana,
dame más de ti..."	Sandro	Dame El Fuego De Tu Amor
27790	"Para que negar toda la verdad
si tu vida es podrida,
para que mentir frente a los demás,
si no hueles a virgen.
Si valieras algo muchacha,
no serías de todos.
Si tu vida no fuera vacía,
respetarías más la de los demás.

Toda tu vida que ha sido nada,
eres cagada tras cagada.
Y no me digas más cosas
que puedan herirme,
eres cagada tras cagada."	Octubre Negro	Catrasca
31722	"Quién me querrá
cuando el cielo se vuelva oscuro
y no haya más que decir.
Cómo se ve el futuro
sin nada para mí.

Quién me querrá
con lo cara que está la vida.
Quién se querrá arriesgar,
en cada despedida
nace la eternidad.

Quién me hará sonreír,
quién cuidará de mí
si tú te me vas,
te me vas.

Quién me dirá
Ay, mi Lola, Lolita, Lola.
Qué poco queda ya
para contar las olas
del otro lado del mar.

Quién me hará sonreír,
quién cuidará de mí
si tú te me vas,
te me vas.
Si tú te me vas,
te me vas."	Christina Rosenvinge	¿Quién me querrá?
30582	"Si una confusión trae tormentos,
dentro de la concepción de la ley,
es un privilegio distinto,
también es un nuevo amanecer.

Y si tienes encima el problema,
si ves que vas derecho al paredón,
hay que recorrer la superficie,
tratar de conseguir la solución."	Pappo	Mejor Que Vos
8842	"¿Cómo puedo hacer
para despertar
una dosis mas de mí
si no creo despegar?

¿Cómo puedo ver
si la noche cae
bajo tu vestido gris
Si no puedo ni pensar en mi?

De tu luz divina
se iluminarán
los días de mi vida
si me vienes a buscar.

Cómo debo hacer
para darte más
y abrazar lo que te doy
Si no puedo festejar así?

De tu luz divina
se iluminarán
los días de mi vida
Si me vienes a buscar a mí."	Lisandro Aristimuño	Luz Divina
37844	"La vida, por Chile amado,
la vida, todos los pueblos,
la vida, se han hermanado.
La vida, todas las manos,
la vida, se han estrechado.

El clamor solidario
del mundo entero,
se levanta en defensa
de los obreros.

De los obreros, sí,
del compañero.
No estás solo en tu lucha,
pueblo chileno.

Más temprano que tarde
caerá el cobarde."	Quilapayún	Cueca de la solidaridad
62264	"Ahora yo te entrego al viento
y no me arrepiento
de lo que te di.
Ahora te entrego al mar
para que las olas
acaricien tu cuerpo.

Yo se
que bien tú estarás.

Yo conocí
lugares en tí
que nunca verás."	Señor Loop	Michita TV
21227	"Oración Caribe
que sabes implorar.
Salvo de los negros
oración, oración del mal.

Piedad, piedad para el que sufre
piedad, piedad para el que llora.
Un poco de calor en nuestras vidas
y un poquito de luz en nuestra aurora.

Piedad, piedad para el que sufre
piedad, piedad para el que llora.
Un poco de calor en nuestras vidas
y un poquito de luz en nuestra aurora.

Un poco de calor en nuestras vidas
y un poquito de luz en nuestra aurora."	Bienvenido Granda	Oracion Caribe
1868	"Sin un amor
la vida no se llama vida.
Sin un amor
le falta fuerza al corazón.

Sin un amor
el alma muere derrotada
desesperada en el dolor,
sacrificada sin razón
sin un amor no hay salvación.

No me dejes de querer te pido
no te vayas a ganar mi olvido.

Sin un amor
el alma muere derrotada
desesperada en el dolor,
sacrificada sin razón
sin un amor no hay salvación."	José Luis Rodríguez	Sin un Amor (with Los Panchos)
76479	"Chicos rudos
de brazos tatuados
peleando se divierten
en las calles otra vez.

Peleas callejeras
armas blancas.

Alcohol y desorden
odio y descontrol
chicas borrachas
en un callejón.

Peleas callejeras
Armas Blancas.

Pelean por su vida
pelean por diversión
pelean por mujeres
pelean por su honor.

Peleas callejeras
Armas Blancas."	Attaque 77	Armas Blancas
25639	"Dame otra oportunidad
necesito verte una vez más.
Sé muy bien que siempre te mentí,
pero desde que te perdí
ya no sé, ya no sé por quien vivir.

Demasiadas cosas te pedí,
y muy poco fue lo que te dí.
Fuí un tonto y no comprendí
que en la vida hay que compartir
sin pensar, sin pensar en recibir.

Y hoy pido que vuelvas,
que vuelvas a mí.
Mi alma te espera,
para hacerte feliz.

Que difícil poder resistir,
hoy quisiera poder vivir
sin pensar, sin pensar, sin pensar.

Y hoy pido que vuelvas,
que vuelvas a mí.
Mi alma te espera,
para hacerte feliz. 
 
Y hoy pido que vuelvas,
que vuelvas a mí.
Mi alma te espera,
para hacerte feliz."	Los Rancheros	Simplemente Dame
32204	"Encerrado en este hospital
tomando pentotal
y sin poder hablar.
Entre tubos de goteo estoy
viendo televisión,
ya viene Sor Ivonne.

Dicen que tendré que resistir
pero yo quiero salir de aquí.
Dicen que quizás me salvaré
me curaré, por fin.

A las doce ha vuelto Sor Ivonne
trayendo otra inyección
acabará conmigo.
Tengo miedo de la reacción
mi pulso va peor,
voy perdiendo el sentido.

Dicen que tendré que resistir,
pero yo quiero salir de aquí.
Dicen que quizás me salvaré
me curaré, por fin."	Alaska Y Dinarama	El hospital
7727	"Y... no es así,
tu puedes más,
y el tiempo solamente
lo sabrá.

No, no es la solución
para esta situación
y no es que espere más.
No, no es la solución
para esta situación
y no es que... es que no hay
una puta razón.

Dìmelo bombóm
si no es la solución
para esta situación
y no es que espere más."	Fluido B	Solar Chip
235	"Solamente una vez
amé en la vida.
Solamente una vez
y nada más.

Una vez nada más en mi huerto
brilló la esperanza.
La esperanza que alumbra
el camino de mi soledad.

Una vez nada más
se entrega el alma
con la dulce y total renunciación.
Y cuando ese milagro realiza
el prodigio de amarse
hay campanas de fiesta que cantan
en el corazón.

Y cuando ese milagro realiza
el prodigio de amarse
hay campanas de fiesta que cantan
en el corazón."	Ana Gabriel	Solamente una Vez - En Vivo - Remasterizado
36132	"Si me pones atención
Te puedo distraer.
Escucha como pálpito
escúchame, crea tu propio ritmo.

No insistas en quedarteme viendo
No dejaré de estar corriendo.

Si te me quedas viendo
tardaré más en correr.
Correré pero créeme
será más lento el recorrer.

De cada segundo
de un suspiro profundo,
resonancia histérica
esa hipnosis numérica.

No insistas en quedarteme viendo
no dejaré de estar corriendo.

No retrocedo ni me detengo,
no me pongas atención.
Más tenme presente
te harás buena reputación.

En cada segundo
cada suspiro profundo,
resonancia histérica
y esa hipnosis numérica."	Enjambre	Impaciente
16872	"Cuando te fuiste tan lejos
supe que no ibas a volver.
Voy a olvidarte muy luego
de hecho ya te olvidé.

Una mañana despierto
No tengo nada que hacer.
Pajaros cantan que me dicen
sigo pensando en usted.

Uh uh uh uh.

La carta que querías
que me escribieras
ya me llegó, no ves nada
o te niegas a entender.

La carta que querías
que me escribiera
nunca me llegó, no sé nada
y te niegas a volver."	Teleradio Donoso	La carta que quería que me escribieras
22840	"La ví en la recepción
con un vaso de vino.
Supe inmediatamente
que habia conexión.

Su cara se acercó,
y en el vaso de vino
nos vimos reflejados
y todo comenzó.

Tuve que hacerlo
sin razón.
Solo la veo
en conexión.

No me puedo quedar
hasta que se termine.
Sus manos se conectan
con algo de temor.

Estábamos los dos
con el vaso de vino.
Sus ojos se alejaron
y todo terminó.

Tuve que hacerlo
sin razón.
Sólo la veo
en conexión."	Ratones Paranoicos	Conexión
26165	"Papi se hizo de noche
quiero salir a pasear.
Hooo papi, se hizo de noche
quiero salir a bailar.

Hooo papi, papi, papi."	La Portuaria	Papi
3071	"Vamos a hacer un silencio
vamos a ver como fue.
Ayer un angel nos raptó
y nos dejó en la pasión.

Vamos a verlo otra vez.

Vamos a hacer un silencio,
vamos a vernos la piel.
Vamos a hacer sangrar el cielo
vamos a hacerlo nuestro en serio,
vamos a hacerlo una vez.

vamos a hacerlo una vez
un silencio
un silencio."	Caifanes	Vamos a Hacer un Silencio
24369	"Busco cambiar de rumbo,
busco un poco de verdad.
Disfrutar lo pequeño,
saborear lo esencial.

No ahogarme en el recuerdo,
No quedarme en la mitad.
Apostarle a algún sueño,
tal vez me pueda ayudar.

Falta luz y girar como cuesta.
Falta luz y girar como cuesta.

Rumbo, cambiando busco.
¿Quién sabe que es verdad?
Uniendo con puntos, se arma el dibujo,
el de mi voluntad.

Mi suerte y mi fé, en alguien más,
colores, eh tenido mejores.
Pero el tiempo yo se
lo oscuro va a aclarar.

Falta luz y girar como cuesta.
Falta luz que me calme al despertar.

Falta luz y girar como cuesta.
Falta luz y girar como cuesta."	Andando Descalzo	Busco
59899	"Ya ha pasado el tiempo,
ya ha pasado el tiempo.
Hay que aceptarlo,
hay que aceptarlo."	Devendra Banhart	Mala
19354	"Larga muchacho tu voz joven
como larga la luz el sol,
que aunque tenga que estrellarse
contra un paredón,
que aunque tenga que estrellarse
se dividirá en dos.

Suelta muchacho tus pensamientos
como anda suelto el viento,
sos la esperanza y la voz que vendrá
a florecer en la nueva tierra.

Hombres de hierro que no escuchan la voz,
hombres de hierro que no escuchan el grito,
hombres de hierro que no escuchan el llanto.
Gente que avanza se puede matar
pero los pensamientos quedarán.

Puntas agudas ensucian el cielo
como la sangre en la tierra,
dile a esos hombres que traten de usar
a cambio de las armas su cabeza.

Hombres de hierro que no escuchan la voz,
hombres de hierro que no escuchan el grito,
hombres de hierro que no escuchan el llanto.
Gente que avanza se puede matar
pero los pensamientos quedarán."	Javier Calamaro	Hombres de Hierro - En Vivo
5088	"Sábado de noche,
saliendo de un garito,
te has comido un tripi,
aparecen los munipas.
La peña ya va loca
el típico que salta.
¡Munipas asquerosos!

Se acerca la banette,
te buscan el paquete,
los idiotas de turno
insultos y paridas.
En el ayuntamiento
te aplicaran el cuento
de mal comportamiento.

Cacheos y chillidos,
te ríes atrevido,
te dan algún guantazo.
Ya se han quedado a gusto,
te tiran a la calle,
tú sigues tu movida,
ya se ha acabado la historia."	El Último Ke Zierre	Que Mogollón
72281	"Qué hermoso es vivir de nuevo
mirando con ojos niños,
sintiendo que nace el mundo
en cada nueva mañana.

El pasado es un fermento
que alimenta los sentidos,
pero está muerto bien muerto
y yo de nuevo he nacido.

Cada cosa es un milagro,
es un milagro que vivo
con mi sangre como savia,
con mi alma como piel,
con mi piel como alma externa.

Probar a nacer de nuevo
y corramos como nidos,
dejando la vieja piel
en un ropero vacío.
Venid a jugar y a amar
ahora, ahora mismo."	Sandra Mihanovich	Nacer de Nuevo
46366	"Aloha...
Aloha...
Aloha..."	Zombies	Aloha (Atardecer en el Pacífico)
27446	"Pa un joven de gran inteligencia,
muy alegre también buen amigo,
estos versos yo se lo dedico.
Se los tiene merecido.

Gente humilde también muy sencillo,
pues sus padres eso lo heredaron.
Sus consejos los lleva presentes,
al igual que sus hermanos.

El talento te da la grandeza,
ser derecho te da mil amigos,
pero esto es lo que al joven le sobra.
Es verdad lo que les digo.

Su delirios por trailers grandes,
trocas nuevas mucho le han gustado.
Pero hay una que es la preferida,
es una jarli del año.

De la gente grande y poderosa
el respeto ya se lo ha ganado.
El apoyo lo tiene por cierto,
por alguno de su agrado.

Voy a darles un consejo amigo,
aquellos que andan en el negocio
nunca envidien lo ajeno señores,
tampoco sean ventajosos."	Fidel Rueda	El Joven Inteligente
52438	"Yo quiero que comprendas, vida mía,
que todo entre tu y yo se ha terminado.
Que fue un sueño de amor no realizado,
por culpa de tu ingenua cobardía.

Y ahora que se apaga el alma mia,
al ver que nuestro sueño fue un fracaso,
me voy como se va la luz el día,
cuando hasta el mismo sol ni le hace caso.

Hoy no perfuma el aire ni una rosa,
hoy lloran mil mariachis mi tristeza.
Hoy me voy de tu lado, caprichosa,
tu falsa sociedad no me interesa."	Pedro Fernández	Caprichosa
10052	"Adiós, adiós, mi México lindo
mañana, mañana me iré.
Adiós, adiós México querido,
yo nunca olvidarte podré.

Toquen mariachis, canten
alegren mi corazón.
No quiero que nadie me vea triste
que nadie sepa de mi dolor.

Caminos que me esperan,
no me dejen sin volver,
porque aquí una madrecita buena
me está pidiendo me vaya bien.

Adiós, adiós mi México lindo
mañana, mañana me iré.
Adiós adiós México querido
yo nunca olvidarte podré.

Fronteras, por qué fronteras
si en mi música hay amor.
Nadie podrá nunca en la idea
poner fronteras, tan sólo Dios.

Toquen mariachis, canten,
que el mundo escuche su voz.
Porque mientras cante el mundo entero
no habrá mas guerras, sino canciones."	Leo Dan	Toquen Mariachis Canten (En Vivo) (feat. Pedro Fernandez)
7291	"¡Hola Soledad!
no me extraña tu presencia,
casi siempre estas conmigo,
te saluda un viejo amigo
este encuentro es uno más.

¡Hola Soledad!
esta noche te esperaba,
aunque no te diga nada
es tan grande mi tristeza,
ya conoces mi dolor.

Yo soy un pájaro herido
que llora sólo en su nido,
porque no puede volar.
Y por eso estoy contigo,
soledad yo soy tu amigo
ven, que vamos a charlar.

¡Hola Soledad!
no me extraña tu presencia,
casi siempre estas conmigo,
te saluda un viejo amigo
este encuentro es uno más."	Rolando Laserie	Hola Soledad
10842	"Bueno... Nunca me podré bajar
del planeta cerveza
sin mi amigo,
Superalikal.

Yo sé que él me llevará bien alto
sólo para tener hermosos sueños
y para poder levantarme a tiempo."	Eterna Inocencia	Superalikal
15357	"Ya quiero dinamita.
Caí de bomba contra el suelo.
Fui la estatua de Saddam.
Con la cara sobre el fuego,
me olvidé de respirar.

Ya quiero dinamita.
Tengo guerra con la vida.
Tuve ganas de bajar,
pero al no tener salida
compré un pasaje a Bagdad.

Ya quiero dinamita.
Voy a encontrar la salida
aunque pierda tu amistad.
En este campo minado
ya no hay minas de verdad.
Ya quiero dinamita."	Juanse	Dinamita
8863	"¿Qué le voy a decir si se va?
¿Que vuelva?
¿Que no?
Que voy a ausentarme en la noche
para que no duela más.
Que voy a mirar ese techo.
Que voy a pintarlo de gris.

Me estás arañando la piel
por dentro
por fuera.
De garras azules turquesas,
de pocas palabras del fin.
No cuento mis dedos desnudos
por no acordarme de vos."	Lisandro Aristimuño	Despedida
21856	"Soy famoso en todo el mundo,
por mi arte y mi salero.
Vengo de familia pobre,
yo también tuve que trabajar.
Soy humano como tú,
y al montar en mi avión,
tu estás dentro de mi corazón.
El mundo es amargo para todos,
¡Que me da la risa!
Mi producto es popular
y las ventas no están nada mal.
El destino me eligió,
con su dedo me tocó.
Os deseo todo lo mejor.
¡Gracias por comprar la moto!"	La Polla Records	Dr. Spock
29590	"Moria... Moria... Moria... Moria...
Moria... Moria... Moria... Moria...

Moria... Moria... Moria... Moria...
Moria... Moria... Moria... Moria...

Moria..."	Saurom	El Paso del Caradhras
9975	"Cuantas noches fatídicas de vicio
Tus ilusiones dulces de mujer,
como las rosas de una loca orgía
les deshojaste en el cabaret.
Y tras la farsa del amor mentido
al alejarte del Armenonville,
era el intenso frío de tu alma
lo que abrigabas con tu zorro gris.

Al fingir carcajadas de gozo
ante el oro fugaz del champán,
reprimías adentro del pecho
un deseo tenaz de llorar.
Y al pensar, entre un beso y un tango,
en tu humilde pasado feliz,
ocultabas las lágrimas santas
en los pliegues de tu zorro gris.

Por eso toda tu angustiosa historia
en esa prenda gravitando está.
Ella guardó tus lágrimas sagradas,
ella abrigó tu frío espiritual.
Y cuando llegue en un cercano día
a tus dolores el ansiado fin,
todo el secreto de tu vida triste
se quedará dentro del zorro gris."	Roberto Calo	Zorro gris
22822	"Mirando la hiedra
tu recuerdo me envenena.
Todo el tiempo extraño
lo feliz que era.

Ahora tu boca
me resulta una piedra
llena de palabras
que no quiero oír.

Si no fuera por aquella mentira
hoy serias mía
y nunca en la vida
me verías ir.

Mirando la Hiedra
tu recuerdo hoy se quema.
No quiero encontrarte
ni volverte a oír.

Si no fuera por aquella mentira
hoy serias mía
y nunca en la vida
me verías ir."	Ratones Paranoicos	En la Hiedra
8719	"Hay un acto de violencia,
en la fría madrugada,
que no escapa en la conciencia
del que pega sin razón.
Vuelan palos por el cielo
y en el suelo buena gente
que aterrada por el miedo
va perdiendo el corazón.

Otra vez la misma historia
y en las páginas de un diario
aparecen muy contentos
los que no dejaron ser.
Con la pena en la cabeza
y con algunos huesos rotos
caminando despacito
hoy no encaro amanecer.

Hay palos que te revientan la boca.
Hay palos que siempre dicen que no.
Hay palos que si te buscan te embocan,
y en esta vida no piden perdón."	La Vela Puerca	Vuelan Palos - En Vivo en el Luna Park
12971	"Sólo una lágrima lame el cristal,
el sexo frío de la soledad.
Todas las hachas de un trozo de pan.
Lanza David una estrella a Goliat.
Dame tu mano y echemos a andar.
Dios se retrata contra Satanás.

Siempre lo mismo
pero con distinta voz.
Siglo tras siglo
es la eterna canción...

Nunca se olvida la primera vez,
«quieres helado de fresa o café».
Bebe Caín de la sangre de Abel,
el mal a veces se lo hace muy bien.
El tiempo escapa para no volver,
tuvo la suerte de huir de sus pies.

Me falta el aire si me faltas tú.
De tus pupilas tomaba la luz
una muñeca desnuda de azul.
Pájaro dulce de la juventud.
Una canción puede ser un obús
o la caricia de un viento del sur."	Luis Eduardo Aute	La Eterna Cancion
24450	"Volviendo el rostro hacia atrás
ella midió sus deseos.
No se pintó por improvisar
una comedia en sus senos.

Cielito quien te pintó
de ancho vacío en mi cama.
Cómo me invento la luna aquí,
cómo me invento mañanas.

Cambié de sitio, de música y piel.
Cambié tus manos por un cigarrillo,
increpando el recuerdo.
¡Oh!

Ella bailó para mí
de plenilunio en febrero.
Casi descalza se apresuró,
luego juzgaron los cuerpos.

Desfachatada virtud
la de sus ojos de mares.
Limpian de muerte a la misma voz
que los transforma en imagen.

Cambié de sitio, de música y piel.
Cambié tus manos por un cigarrillo,
increpando el recuerdo."	Juan Carlos Baglietto	De Plenilunio
14975	"Todo aquello fracasó
por tanto orgullo y vanidad.
Esos años tú y yo,
mis planes grandes para ti,
tenia guardados pero, al fin,
siempre dijiste adiós.

A veces me pongo a pensar
por qué razón dios permitió
que yo te amara así.
Con esa fuerza y ese amor
que nada mas por ti sintió
mi pobre corazón.

Si lo hubiera sabido,
que un día me ibas a dejar
en el olvido,
jamás me hubiera persuadido
a tu cariño.
Qué mal me fue contigo.
Si lo hubiera sabido,
que tan difícil para mi
sería tu olvido,
hubiera hecho a un lado
mi tonto machismo.
Me hubiera detenido.

A veces me pongo a pensar."	Industria del Amor	Si Lo Hubiera Sabido
34125	"Señor, ten piedad de nosotros.
Ten piedad.
Señor, ten piedad
de nosotros.
Cristo, ten piedad de nosotros."	Los Huayra	Kyrie
