annotator_id,sim_rating,id1,id2
3747431,3, 37485, 19354
3747424,0, 28616, 8863
3747431,1, 76479, 52438
3747431,1, 8842, 12476
3747424,0, 31722, 59899
3747431,2, 37741, 19354
3747431,4, 72281, 11068
3747433,1, 28437, 59899
3747424,0, 37416, 9975
3747431,3, 27790, 38000
3747424,1, 37416, 69868
3747431,2, 36132, 6632
3747431,3, 16987, 37741
3747429,0, 29094, 33088
3747433,0, 37485, 25639
3747424,0, 7727, 48594
3747429,0, 72281, 10052
3747424,1, 62264, 38000
3747431,2, 48054, 22822
3747429,0, 62264, 10842
3747424,0, 59899, 36583
3747431,1, 29094, 25047
3747424,0, 7727, 19929
3747424,0, 25639, 32204
3747429,1, 31841, 8842
3747424,0, 31722, 46366
3747431,4, 3348, 11142
3747424,0, 59899, 8719
3747429,0, 28437, 19929
3747424,0, 33088, 3071
3747429,0, 36132, 25047
3747429,0, 59899, 48594
3747431,2, 37461, 19929
3747424,1, 8842, 36583
3747429,3, 28616, 14251
3747429,0, 29094, 22840
3747429,0, 32204, 8719
3747424,0, 76075, 3071
3747429,0, 8719, 48594
3747424,0, 69790, 29590
3747429,0, 62264, 12476
3747431,2, 69790, 16872
3747429,0, 37485, 16987
3747424,1, 22840, 52438
3747424,0, 29590, 11068
3747431,2, 14251, 48594
3747429,1, 21856, 11142
3747429,0, 37416, 19354
3747424,1, 25639, 12971
3747429,0, 30582, 46366
3747429,1, 10052, 48594
3747424,0, 8842, 9975
3747429,3, 28616, 25639
3747431,2, 24369, 11142
3747429,2, 10842, 21856
3747424,3, 14251, 27790
3747429,0, 76075, 5088
3747431,1, 35331, 37844
3747424,0, 31841, 48594
3747429,0, 37485, 37741
3747424,0, 28437, 7727
3747429,0, 37741, 36583
3747424,0, 22840, 34125
3747431,2, 76075, 37194
3747429,0, 8842, 10842
3747424,0, 28437, 35331
3747431,1, 25639, 32204
3747424,0, 37844, 7291
3747431,1, 48054, 76479
3747431,1, 5088, 48594
3747429,4, 3348, 33088
3747424,0, 28437, 8719
3747429,0, 3071, 8719
3747429,0, 16987, 36583
3747424,0, 29094, 7727
3747429,0, 28437, 32204
3747424,0, 26165, 15357
3747431,2, 19354, 10842
3747429,0, 28437, 33088
3747424,0, 37416, 14251
3747429,0, 72281, 2134
3747429,0, 46366, 9975
3747431,2, 36132, 14975
3747429,0, 27790, 29590
3747429,4, 33088, 3071
3747431,1, 46366, 34125
3747429,1, 1868, 59899
3747429,0, 31841, 10052
3747431,4, 3348, 235
3747429,0, 55093, 26165
3747424,0, 52438, 12971
3747431,2, 8842, 36583
3747424,0, 7291, 69868
3747429,1, 7291, 38000
3747429,0, 52438, 29590
3747429,0, 37461, 8851
3747429,0, 16987, 15357
3747424,3, 9975, 36583
3747431,4, 28616, 21856
3747429,0, 29094, 5088
3747424,0, 8842, 36132
3747424,0, 33902, 33088
3747429,3, 31841, 52438
3747424,0, 29094, 3071
3747429,3, 7727, 8863
3747431,1, 3348, 32204
3747429,0, 30582, 16872
3747424,1, 31722, 25639
3747429,3, 25639, 9975
3747424,0, 69790, 31722
3747431,2, 28437, 31722
3747437,1, 28616, 10842
3747424,0, 14251, 34125
3747437,0, 5088, 6632
3747424,0, 37416, 19354
3747429,0, 36132, 36583
3747431,2, 25639, 11068
3747437,1, 32204, 26165
3747424,0, 10842, 36583
3747429,4, 76075, 22822
3747431,4, 37741, 25639
3747437,2, 27790, 16872
3747424,0, 14975, 25047
3747437,3, 5088, 10842
3747431,3, 29094, 22840
3747429,0, 33902, 35331
3747429,0, 7727, 72281
3747424,0, 31841, 38000
3747431,1, 29590, 38000
3747429,0, 22840, 7291
3747437,3, 76075, 36583
3747424,0, 33088, 31722
3747429,0, 27446, 34125
3747431,2, 8851, 27790
3747436,0, 27446, 19929
3747437,4, 33088, 24369
3747429,0, 24369, 12476
3747437,4, 28616, 31722
3747424,1, 62264, 16872
3747431,3, 8851, 31722
3747429,1, 12971, 38000
3747437,3, 31722, 9975
3747424,0, 5439, 46366
3747429,0, 32204, 19354
3747431,2, 26165, 10052
3747429,0, 28437, 52438
3747436,3, 14251, 31841
3747431,1, 27446, 52438
3747424,0, 7291, 12971
3747429,2, 33902, 8842
3747437,1, 3348, 12476
3747429,0, 25639, 55236
3747429,0, 7727, 10052
3747437,3, 9975, 19929
3747429,0, 32204, 25047
3747424,0, 69868, 12476
3747437,2, 55093, 10052
3747429,1, 31722, 72281
3747431,4, 34119, 31722
3747437,2, 48054, 35331
3747424,3, 76075, 29590
3747429,0, 66730, 21227
3747436,1, 8851, 55236
3747437,1, 28437, 48594
3747424,0, 25639, 52438
3747429,3, 25639, 12971
3747429,0, 62264, 34125
3747424,0, 10052, 7291
3747431,3, 37461, 9975
3747429,0, 48054, 10842
3747437,2, 27446, 37194
3747436,0, 14251, 10842
3747437,2, 8842, 21227
3747437,1, 37416, 25047
3747431,3, 34119, 33088
3747437,2, 24369, 11068
3747437,0, 46366, 22822
3747437,3, 33088, 8842
3747431,1, 46366, 21856
3747437,2, 37741, 21856
3747437,0, 3348, 55093
3747431,3, 35331, 2134
3747437,0, 31722, 37844
3747437,2, 3348, 8842
3747437,0, 3348, 48594
3747436,3, 24450, 36583
3747437,2, 8851, 31841
3747437,2, 69790, 12971
3747431,1, 3348, 10842
3747436,0, 11068, 25047
3747437,1, 76479, 12476
3747437,0, 66730, 7727
3747437,1, 16872, 25047
3747424,1, 24450, 55236
3747436,0, 5088, 10052
3747437,2, 69790, 7291
3747431,1, 10052, 6632
3747437,3, 55093, 37844
3747437,2, 28437, 8863
3747424,1, 27446, 21856
3747436,0, 28437, 25047
3747437,2, 29094, 14975
3747424,3, 22840, 36583
3747437,2, 10052, 14975
3747436,0, 16987, 8842
3747424,0, 12971, 69868
3747437,3, 37416, 8842
3747437,1, 27790, 38000
3747436,0, 76479, 24369
3747424,0, 3071, 38000
3747437,3, 76075, 11142
3747424,0, 66730, 14251
3747431,2, 11142, 38000
3747437,2, 33902, 10842
3747424,0, 3348, 55093
3747437,0, 34125, 19929
3747437,1, 33088, 76479
3747431,2, 37844, 1868
3747424,0, 37461, 38000
3747437,1, 24369, 48594
3747436,1, 48054, 27790
3747437,1, 52438, 34125
3747424,0, 26165, 25047
3747431,3, 29094, 235
3747437,2, 8842, 52438
3747437,1, 66730, 28437
3747436,0, 3071, 6632
3747437,0, 66730, 31841
3747424,0, 11068, 11142
3747437,1, 28616, 14251
3747431,1, 31841, 25047
3747437,2, 16872, 19354
3747436,1, 37741, 3071
3747437,1, 16987, 31841
3747424,1, 19929, 36583
3747437,3, 29094, 33902
3747437,2, 8851, 3071
3747431,2, 22840, 21856
3747424,0, 34119, 14251
3747437,2, 16872, 8863
3747437,0, 34125, 25047
3747424,0, 34125, 36583
3747437,1, 37416, 15357
3747431,1, 33088, 21856
3747424,0, 7291, 34125
3747436,2, 62264, 59899
3747437,1, 10842, 21856
3747437,3, 25639, 36132
3747424,0, 34119, 35331
3747431,1, 235, 22840
3747437,4, 3348, 36583
3747437,1, 35331, 52438
3747424,0, 69790, 8863
3747431,4, 37741, 14975
3747436,0, 29094, 38000
3747437,1, 52438, 19929
3747437,3, 8842, 1868
3747424,0, 30582, 16872
3747431,1, 29094, 69790
3747436,0, 28616, 21227
3747424,0, 10052, 2134
3747424,0, 25639, 37194
3747424,0, 76479, 36132
3747436,3, 34119, 25639
3747436,1, 59899, 29590
3747424,0, 235, 15357
3747424,0, 76479, 48594
3747431,2, 22840, 52438
3747436,4, 8863, 14975
3747424,0, 29094, 37461
3747431,3, 25639, 52438
3747436,1, 16872, 19354
3747431,3, 76075, 52438
3747436,0, 235, 38000
3747431,1, 21856, 8719
3747436,3, 1868, 25639
3747436,1, 22840, 37194
3747436,0, 35331, 29590
3747436,2, 30582, 8719
3747436,0, 14251, 8719
3747424,2, 37416, 11142
3747424,0, 19929, 38000
3747424,0, 76075, 36583
3747424,0, 1868, 25047
3747424,0, 37416, 24450
3747424,1, 33088, 36583
3747424,1, 34119, 25639
3747424,0, 69790, 46366
3747424,0, 28616, 34125
3747424,1, 72281, 11068
3747424,0, 28616, 69868
3747424,0, 37461, 46366
3747424,0, 55093, 16872
3747424,0, 26165, 55236
3747424,0, 5439, 28616
3747424,0, 33902, 52438
3747424,0, 31841, 37194
3747424,0, 5439, 21227
3747424,0, 28616, 76479
3747424,0, 5439, 19354
3747424,0, 19354, 9975
3747424,0, 29094, 38000
3747424,0, 33902, 27790
3747424,0, 16872, 19354
3747424,0, 2134, 38000
3747431,3, 27446, 7291
3747424,0, 37741, 21227
3747424,1, 27790, 11142
3747424,0, 29094, 37194
3747431,3, 30582, 38000
3747424,0, 46366, 37194
3747431,4, 28437, 14251
3747431,4, 37416, 8863
3747424,4, 37844, 48594
3747431,4, 28616, 14975
3747424,0, 36132, 11068
3747424,0, 28437, 34119
3747424,0, 37741, 32204
3747424,0, 32204, 7727
3747424,0, 31722, 5088
3747431,2, 28616, 8719
3747424,0, 32204, 36583
3747424,0, 62264, 48594
3747424,0, 48054, 76479
3747424,0, 76075, 72281
3747431,1, 8842, 5088
3747431,2, 36132, 27446
3747431,0, 33902, 46366
3747431,3, 8842, 2134
3747424,0, 31841, 76479
3747424,0, 25639, 26165
3747424,0, 62264, 37194
3747424,0, 76075, 15357
3747431,1, 37844, 32204
3747424,0, 31841, 11068
3747424,0, 36132, 6632
3747424,0, 37485, 37844
3747424,0, 62264, 34125
3747424,0, 8842, 59899
3747431,3, 34119, 12971
3747424,0, 34119, 36132
3747424,0, 27790, 8842
3747424,0, 62264, 7291
3747431,2, 21227, 21856
3747424,0, 59899, 14975
3747424,0, 37485, 37416
3747424,0, 28437, 37416
3747431,1, 26165, 27446
3747424,1, 22840, 11142
3747424,0, 33088, 36132
3747424,0, 3071, 69868
3747431,3, 14251, 16872
3747424,0, 1868, 38000
3747431,1, 29094, 15357
3747424,0, 12971, 12476
3747424,0, 37741, 37844
3747431,3, 1868, 8863
3747424,0, 29094, 11068
3747424,0, 1868, 72281
3747424,4, 27790, 52438
3747424,0, 37461, 8842
3747424,1, 3348, 14975
3747431,3, 34119, 7291
3747424,0, 16872, 12971
3747431,1, 37416, 30582
3747424,0, 5088, 24450
3747424,0, 55093, 8851
3747424,0, 37741, 48594
3747431,1, 12971, 55236
3747431,2, 10052, 7291
3747431,2, 34119, 21227
3747431,3, 8863, 38000
3747431,1, 48054, 9975
3747431,3, 31841, 31722
3747431,3, 7727, 2134
3747431,1, 62264, 27446
3747431,2, 8851, 33088
3747431,4, 3348, 19929
3747431,1, 21227, 36583
3747431,1, 76075, 27790
3747431,2, 27790, 25639
3747431,1, 235, 8719
3747431,2, 37461, 19354
3747431,1, 21227, 69868
3747431,3, 52438, 2134
3747431,4, 31722, 12971
3747431,0, 37461, 5088
3747431,3, 62264, 1868
3747431,2, 28616, 22840
3747431,3, 35331, 36132
3747431,3, 8851, 37844
3747431,1, 3348, 2134
3747431,3, 24369, 7291
3747431,1, 10842, 12971
3747431,1, 35331, 22840
3747431,4, 37485, 62264
3747441,0, 35331, 76075
3747431,1, 37416, 12476
3747431,1, 8851, 76479
3747441,2, 29094, 3348
3747441,3, 24450, 38000
3747431,1, 66730, 25047
3747441,3, 22822, 37194
3747431,0, 1868, 26165
3747441,2, 29094, 10052
3747431,4, 76075, 31722
3747441,3, 30582, 12971
3747441,2, 66730, 235
3747441,2, 3348, 76479
3747431,1, 76479, 7291
3747441,3, 31841, 19354
3747441,3, 72281, 9975
3747441,1, 55093, 22840
3747431,1, 55093, 36132
3747441,2, 5088, 72281
3747441,2, 52438, 10052
3747441,0, 7727, 46366
3747441,3, 10052, 19929
3747441,4, 24450, 14975
3747441,3, 19354, 10052
3747441,2, 9975, 12476
3747441,4, 28616, 19354
3747431,3, 37461, 76479
3747441,2, 48054, 69868
3747441,3, 55236, 37194
3747431,4, 36132, 24369
3747441,4, 38000, 37194
3747441,4, 28616, 36583
3747441,0, 21227, 25047
3747431,4, 37416, 25639
3747441,2, 69790, 14251
3747441,3, 37461, 11068
3747431,1, 1868, 27446
3747431,1, 29094, 76479
3747431,3, 10842, 55236
3747427,1, 66730, 32204
3747431,1, 28437, 52438
3747435,0, 76479, 36583
3747431,2, 32204, 36132
3747441,3, 5439, 21856
3747441,3, 35331, 19354
3747431,2, 8842, 10052
3747427,2, 10052, 11068
3747441,0, 5439, 46366
3747431,4, 37416, 31841
3747427,3, 235, 12971
3747431,1, 69790, 12476
3747435,1, 36132, 29590
3747431,1, 37741, 32204
3747435,3, 31841, 19929
3747427,1, 37461, 37416
3747431,2, 16987, 62264
3747435,5, 8863, 14975
3747435,0, 22840, 69868
3747431,1, 16987, 25639
3747427,1, 31722, 59899
3747435,2, 24369, 38000
3747435,1, 27790, 10842
3747427,2, 69790, 22840
3747435,3, 27446, 9975
3747427,4, 25639, 3071
3747431,3, 14251, 2134
3747427,1, 29094, 11142
3747435,2, 3348, 7291
3747431,1, 66730, 37416
3747435,0, 55093, 27446
3747431,1, 55093, 9975
3747431,1, 55093, 7727
3747435,0, 32204, 27446
3747431,3, 1868, 38000
3747431,1, 35331, 30582
3747431,2, 69790, 76479
3747431,1, 10052, 24450
3747431,2, 7727, 3071
3747431,0, 14251, 25047
3747431,1, 3071, 2134
3747435,0, 34119, 15357
3747431,2, 3071, 9975
3747435,3, 7727, 11142
3747435,2, 30582, 76479
3747431,1, 8851, 30582
3747437,0, 8842, 46366
3747431,1, 55093, 30582
3747431,1, 59899, 12971
3747435,0, 62264, 6632
3747427,4, 28616, 1868
3747431,2, 37461, 8719
3747435,1, 76075, 37194
3747431,1, 37461, 34119
3747435,5, 1868, 9975
3747431,4, 16872, 36583
3747427,2, 69790, 33902
3747435,0, 22840, 48594
3747435,0, 55093, 31722
3747431,1, 235, 34125
3747431,1, 37844, 3071
3747427,1, 28616, 30582
3747431,1, 55093, 25639
3747431,1, 37461, 8863
3747435,0, 37416, 11068
3747435,2, 69790, 16872
3747435,3, 37741, 24450
3747427,0, 37844, 12971
3747431,2, 28616, 72281
3747431,2, 25639, 36132
3747431,1, 21227, 3071
3747431,1, 27790, 62264
3747427,0, 76075, 76479
3747431,1, 29094, 28437
3747431,1, 5439, 35331
3747431,1, 55093, 27446
3747431,1, 69868, 36583
3747431,3, 22840, 15357
3747431,1, 29094, 55236
3747431,1, 33088, 16872
3747431,1, 37461, 36132
3747427,5, 235, 14975
3747431,1, 28616, 27790
3747441,4, 29094, 19929
3747431,2, 37416, 3071
3747431,1, 69790, 26165
3747431,1, 55093, 76479
3747427,3, 55093, 21227
3747431,1, 32204, 11068
3747431,4, 31722, 1868
3747431,4, 14251, 31841
3747431,2, 3071, 11142
3747431,1, 8719, 48594
3747427,0, 5439, 21856
3747431,1, 62264, 21856
3747427,0, 16987, 37741
3747431,1, 14251, 62264
3747427,0, 59899, 25047
3747431,2, 30582, 3071
3747427,2, 24450, 37194
3747454,3, 21227, 8719
3747431,1, 30582, 6632
3747431,1, 66730, 36132
3747431,1, 33902, 36583
3747454,0, 5088, 11068
3747431,1, 62264, 8719
3747427,1, 15357, 22822
3747431,1, 76479, 6632
3747431,1, 14251, 11068
3747427,1, 37416, 30582
3747431,1, 27790, 48594
3747431,1, 1868, 10052
3747431,3, 33088, 25639
3747427,4, 16987, 10842
3747431,1, 16872, 38000
3747431,2, 36132, 11142
3747431,2, 30582, 72281
3747431,3, 14251, 33088
3747431,1, 66730, 14975
3747431,1, 28437, 55093
3747437,2, 27446, 8863
3747431,1, 3071, 59899
3747441,2, 37741, 26165
3747427,1, 69790, 16872
3747441,1, 37844, 3071
3747431,1, 29094, 37844
3747431,1, 33088, 27790
3747441,3, 35331, 19929
3747431,4, 66730, 34125
3747441,3, 76479, 52438
3747431,1, 16987, 8842
3747441,1, 69790, 28437
3747431,1, 48054, 25639
3747441,0, 48054, 32204
3747441,3, 37416, 31722
3747441,3, 235, 3071
3747441,3, 32204, 59899
3747431,1, 31841, 37194
3747441,3, 14251, 15357
3747431,1, 55093, 19354
3747431,1, 37485, 36132
3747441,4, 76075, 52438
3747431,1, 14975, 34125
3747441,0, 66730, 37485
3747441,3, 14251, 52438
3747431,3, 21227, 11068
3747427,2, 28437, 12476
3747431,1, 28437, 37844
3747431,1, 30582, 62264
3747427,2, 5439, 22840
3747431,1, 62264, 12476
3747441,1, 59899, 12971
3747427,0, 31841, 69868
3747441,3, 24369, 55236
3747431,2, 37741, 8863
3747427,0, 66730, 38000
3747431,2, 5439, 16872
3747431,1, 55093, 29590
3747431,1, 31841, 46366
3747441,2, 29094, 19354
3747431,1, 3348, 30582
3747427,2, 72281, 8719
3747441,3, 14251, 16872
3747441,3, 37741, 22822
3747441,4, 28437, 24369
3747431,1, 19354, 48594
3747441,3, 37461, 3348
3747431,1, 7291, 8719
3747427,1, 28437, 55236
3747427,0, 55093, 52438
3747431,1, 33902, 62264
3747431,1, 32204, 46366
3747431,1, 7727, 38000
3747427,3, 5439, 28616
3747431,1, 27790, 69868
3747441,2, 28437, 21227
3747427,4, 28437, 27790
3747431,3, 22840, 14975
3747441,1, 21856, 34125
3747441,2, 10052, 24450
3747441,2, 37416, 27790
3747427,2, 16872, 10052
3747431,2, 28616, 59899
3747441,3, 5439, 7291
3747427,0, 37416, 76479
3747441,2, 19354, 21856
3747441,2, 28437, 5088
3747431,2, 37485, 28616
3747427,2, 10842, 69868
3747441,0, 48054, 3348
3747431,3, 76075, 235
3747441,2, 5439, 26165
3747427,1, 69790, 31841
3747431,1, 27790, 34125
3747441,2, 59899, 8863
3747441,2, 10052, 55236
3747431,1, 28437, 1868
3747431,1, 26165, 46366
3747441,2, 16987, 8851
3747427,4, 59899, 52438
3747431,1, 37844, 25047
3747441,4, 34119, 22840
3747431,1, 30582, 12476
3747431,0, 37416, 8719
3747441,1, 21856, 37194
3747427,3, 8719, 12971
3747441,3, 16987, 10052
3747427,0, 16872, 55236
3747441,2, 28616, 22822
3747441,0, 66730, 15357
3747431,2, 55236, 12476
3747441,0, 46366, 6632
3747441,3, 48054, 14975
3747427,0, 7291, 21856
3747431,3, 12971, 19929
3747431,1, 26165, 59899
3747441,2, 28616, 8842
3747431,1, 28437, 8719
3747427,2, 8842, 55236
3747441,1, 55236, 12476
3747431,1, 35331, 37194
3747441,2, 37485, 27790
3747441,1, 16987, 24369
3747427,1, 76075, 31722
3747441,3, 76075, 32204
3747441,0, 35331, 29590
3747431,1, 55093, 7291
3747441,3, 36132, 72281
3747427,2, 8842, 36132
3747441,1, 37416, 6632
3747441,4, 28437, 24450
3747441,2, 37485, 11068
3747427,0, 37741, 34119
3747427,3, 37416, 33088
3747427,1, 37485, 3071
3747441,3, 30582, 37194
3747441,1, 22822, 12476
3747427,4, 33088, 16872
3747441,2, 30582, 21227
3747441,4, 76075, 14975
3747441,4, 15357, 37194
3747427,4, 55093, 8719
3747441,0, 16987, 1868
3747441,2, 30582, 21856
3747427,1, 66730, 24450
3747441,3, 36132, 12971
3747441,4, 16872, 12971
3747441,2, 25639, 11068
3747427,0, 37194, 36583
3747427,2, 76479, 9975
3747441,3, 36132, 16872
3747441,3, 76075, 1868
3747441,1, 36132, 12476
3747441,2, 29094, 34125
3747441,3, 29094, 24450
3747441,1, 37461, 34119
3747427,1, 14251, 1868
3747441,0, 62264, 21856
3747441,3, 37844, 24369
3747441,2, 72281, 8863
3747441,1, 2134, 11142
3747427,1, 35331, 76075
3747441,2, 29094, 14251
3747441,1, 33902, 25639
3747441,1, 55236, 25047
3747441,4, 235, 19929
3747427,1, 72281, 11142
3747441,2, 21227, 7727
3747441,0, 21856, 29590
3747441,2, 22840, 27446
3747427,0, 37844, 27446
3747441,3, 8719, 14975
3747441,1, 35331, 72281
3747427,1, 8863, 11142
3747441,2, 34119, 10052
3747441,1, 37741, 14251
3747427,0, 1868, 36132
3747441,1, 38000, 36583
3747427,1, 19929, 69868
3747427,0, 16987, 36583
3747441,2, 48054, 72281
3747427,5, 8842, 62264
3747441,3, 33088, 7727
3747427,0, 26165, 55236
3747441,1, 10842, 48594
3747427,0, 48054, 46366
3747441,4, 3348, 19354
3747427,1, 27446, 52438
3747441,3, 3348, 62264
3747441,1, 37461, 12476
3747427,2, 7291, 19929
3747441,3, 8851, 38000
3747441,3, 3071, 19929
3747441,1, 29094, 66730
3747427,2, 5439, 12971
3747441,2, 5088, 21856
3747441,3, 14975, 36583
3747441,0, 28437, 59899
3747427,1, 28616, 22822
3747441,5, 37461, 76479
3747441,0, 30582, 25047
3747441,0, 5088, 34125
3747441,1, 59899, 11068
3747441,1, 37741, 22840
3747441,2, 7291, 11068
3747427,1, 8851, 31722
3747441,3, 7727, 36583
3747441,4, 14251, 235
3747441,1, 29094, 8863
3747427,0, 30582, 10052
3747441,2, 3348, 7727
3747441,0, 25047, 36583
3747441,0, 33088, 46366
3747441,0, 55093, 8863
3747427,0, 24450, 48594
3747441,0, 66730, 35331
3747441,2, 28616, 7727
3747441,3, 8842, 15357
3747441,1, 25639, 8719
3747441,1, 21856, 6632
3747441,3, 2134, 38000
3747427,0, 19354, 29590
3747441,4, 33088, 15357
3747427,1, 59899, 8863
3747441,1, 14975, 34125
3747441,0, 37741, 7727
3747427,3, 32204, 24450
3747441,4, 31841, 11142
3747441,1, 31841, 6632
3747441,1, 30582, 48594
3747441,0, 24369, 29590
3747441,2, 22822, 8719
3747441,1, 5088, 14975
3747441,0, 46366, 8863
3747441,1, 14251, 76075
3747441,1, 32204, 15357
3747441,3, 3348, 8842
3747427,0, 3348, 37194
3747427,1, 3071, 36583
3747427,4, 37416, 1868
3747427,1, 8842, 72281
3747427,0, 3348, 34125
3747437,2, 8842, 2134
3747427,0, 30582, 52438
3747427,0, 33902, 1868
3747427,0, 1868, 48594
3747427,1, 29094, 3071
3747427,3, 46366, 29590
3747427,3, 33088, 62264
3747427,0, 66730, 8719
3747427,1, 37741, 12971
3747427,0, 76479, 59899
3747427,1, 34119, 36132
3747427,3, 28616, 37416
3747427,0, 8719, 11142
3747427,1, 8842, 8863
3747427,0, 37485, 34119
3747427,3, 5439, 37485
3747427,0, 66730, 37416
3747427,0, 8842, 24450
3747427,1, 34119, 5088
3747427,0, 48054, 25047
3747431,3, 22840, 8863
3747431,1, 8863, 6632
3747431,2, 28437, 28616
3747431,1, 28616, 10842
3747431,1, 16987, 25047
3747431,2, 69790, 31841
3747431,1, 66730, 69868
3747431,3, 34119, 24369
3747431,1, 66730, 21856
3747431,3, 7727, 10842
3747431,1, 55093, 69868
3747431,4, 1868, 52438
3747431,3, 72281, 52438
3747431,1, 55093, 33088
3747431,1, 37741, 46366
3747431,2, 32204, 7291
3747431,1, 14975, 12476
3747431,1, 37461, 15357
3747431,2, 31841, 1868
3747431,0, 3348, 6632
3747431,1, 37844, 19929
3747431,1, 1868, 12476
3747431,2, 36132, 34125
3747431,1, 28437, 25047
3747431,1, 21856, 55236
3747431,2, 37416, 10842
3747431,3, 8842, 37194
3747431,2, 48054, 36132
3747431,1, 76075, 3071
3747431,2, 22840, 5088
3747431,1, 10842, 8719
3747431,1, 29094, 32204
3747431,3, 37741, 31722
3747431,3, 25639, 11142
3747431,2, 35331, 19929
3747431,1, 76075, 37844
3747431,1, 76479, 72281
3747431,1, 30582, 34125
3747431,3, 31841, 36583
3747431,1, 5439, 76479
3747431,4, 11068, 36583
3747431,1, 33902, 30582
3747431,1, 52438, 48594
3747431,1, 66730, 10052
3747431,1, 31841, 69868
3747431,1, 62264, 69868
3747431,1, 31722, 24369
3747431,1, 29094, 36132
3747431,1, 16872, 12971
3747435,2, 5439, 37741
3747431,1, 8719, 69868
3747435,4, 28616, 72281
3747435,4, 27790, 14975
3747435,4, 30582, 72281
3747435,2, 12971, 55236
3747435,0, 62264, 21856
3747435,0, 28437, 1868
3747435,3, 8851, 25639
3747435,3, 8851, 72281
3747435,5, 1868, 25639
3747435,4, 59899, 22822
3747435,0, 8851, 10842
3747469,1, 35331, 10842
3747469,0, 30582, 29590
3747435,1, 25639, 19354
3747435,4, 76075, 8842
3747469,0, 37485, 12476
3747469,1, 35331, 19354
3747469,0, 37844, 36583
3747435,4, 59899, 2134
3747469,1, 8851, 76075
3747435,5, 34119, 31722
3747435,0, 37741, 59899
3747435,2, 24369, 5088
3747435,1, 33902, 11068
3747435,2, 28616, 5088
3747435,4, 21856, 48594
3747469,2, 22822, 36583
3747435,3, 28616, 37416
3747469,0, 8851, 16872
3747469,1, 31722, 22840
3747435,0, 10052, 7291
3747435,0, 46366, 8863
3747469,1, 3348, 16872
3747469,1, 33902, 7727
3747469,1, 37461, 31722
3747429,0, 19354, 37194
3747469,0, 10842, 48594
3747429,0, 34119, 46366
3747469,0, 46366, 69868
